step,tokens_B_from_draft,GDN,MixerLoop,FullLoop
13520,1.77209344,3.39791202545166,3.3725175857543945,3.4690797328948975
13540,1.77471488,3.327327251434326,3.301868438720703,3.3910017013549805
13560,1.77733632,3.2539658546447754,3.2263951301574707,3.3121912479400635
13580,1.77995776,3.363973379135132,3.3354861736297607,3.4261083602905273
13600,1.7825792,3.4045979976654053,3.3816123008728027,3.4682178497314453
13620,1.78520064,3.4548861980438232,3.42785906791687,3.517348051071167
13640,1.78782208,3.3229317665100098,3.2962377071380615,3.3865954875946045
13660,1.79044352,3.3505256175994873,3.322981357574463,3.415574073791504
13680,1.79306496,3.3264544010162354,3.2989468574523926,3.3871288299560547
13700,1.7956864,3.3070502281188965,3.2796781063079834,3.3698902130126953
13720,1.79830784,3.3830080032348633,3.3514089584350586,3.4404537677764893
13740,1.80092928,3.4025192260742188,3.3782527446746826,3.4623546600341797
13760,1.80355072,3.4214119911193848,3.3965373039245605,3.4822638034820557
13780,1.80617216,3.3334014415740967,3.3068079948425293,3.3931961059570312
13800,1.8087936,3.349668502807617,3.325944185256958,3.4147350788116455
13820,1.81141504,3.312549591064453,3.2767200469970703,3.369725465774536
13840,1.81403648,3.376220464706421,3.3500847816467285,3.4367706775665283
13860,1.81665792,3.365354061126709,3.336263656616211,3.425171375274658
13880,1.81927936,3.3567206859588623,3.3366594314575195,3.425776958465576
13900,1.8219008,3.403567314147949,3.3773751258850098,3.460824489593506
13920,1.82452224,3.338016986846924,3.30728816986084,3.3921194076538086
13940,1.82714368,3.3742318153381348,3.3418734073638916,3.4317710399627686
13960,1.82976512,3.3477985858917236,3.3221077919006348,3.4081637859344482
13980,1.83238656,3.3513457775115967,3.323237419128418,3.41062331199646
14000,1.835008,3.3145530223846436,3.2876176834106445,3.3728089332580566
14020,1.83762944,3.35960054397583,3.3353183269500732,3.424612283706665
14040,1.84025088,3.3286280632019043,3.3034183979034424,3.3875765800476074
14060,1.84287232,3.323895215988159,3.3004050254821777,3.3835513591766357
14080,1.84549376,3.307961940765381,3.2762880325317383,3.364288091659546
14100,1.8481152,3.311707019805908,3.2834248542785645,3.3696582317352295
14120,1.85073664,3.2878165245056152,3.257671356201172,3.3484907150268555
14140,1.85335808,3.3035683631896973,3.2729856967926025,3.3561832904815674
14160,1.85597952,3.3642685413360596,3.3358778953552246,3.4244916439056396
14180,1.85860096,3.3445403575897217,3.312920093536377,3.4008424282073975
14200,1.8612224,3.2272043228149414,3.195394277572632,3.2906012535095215
14220,1.86384384,3.3738560676574707,3.349942445755005,3.4331469535827637
14240,1.86646528,3.4303221702575684,3.4013805389404297,3.4854187965393066
14260,1.86908672,3.273740768432617,3.2457926273345947,3.3294832706451416
14280,1.87170816,3.3443219661712646,3.323502779006958,3.3997817039489746
14300,1.8743296,3.398693084716797,3.380471706390381,3.459433078765869
14320,1.87695104,3.3576951026916504,3.3238577842712402,3.4092180728912354
14340,1.87957248,3.2521562576293945,3.2247214317321777,3.310943365097046
14360,1.88219392,3.301121711730957,3.2761666774749756,3.3581180572509766
14380,1.88481536,3.2926719188690186,3.2693686485290527,3.3483805656433105
14400,1.8874368,3.3404691219329834,3.3133721351623535,3.397221088409424
14420,1.89005824,3.417208194732666,3.387244701385498,3.4761295318603516
14440,1.89267968,3.3215713500976562,3.294557571411133,3.381713390350342
14460,1.89530112,3.354344367980957,3.322476387023926,3.4098525047302246
14480,1.89792256,3.304840087890625,3.2730953693389893,3.3601176738739014
14500,1.900544,3.381120443344116,3.349447727203369,3.437422275543213
14520,1.90316544,3.3770322799682617,3.3505401611328125,3.429011344909668
14540,1.90578688,3.3811240196228027,3.3514175415039062,3.440610647201538
14560,1.90840832,3.2742319107055664,3.2502870559692383,3.3350372314453125
14580,1.91102976,3.250203847885132,3.2317018508911133,3.3076648712158203
14600,1.9136512,3.3707728385925293,3.346176862716675,3.4252960681915283
14620,1.91627264,3.2840185165405273,3.2575223445892334,3.3357717990875244
14640,1.91889408,3.3605265617370605,3.3360090255737305,3.4184205532073975
14660,1.92151552,3.3695011138916016,3.3465447425842285,3.4203875064849854
14680,1.92413696,3.341201066970825,3.314098834991455,3.3952064514160156
14700,1.9267584,3.3497962951660156,3.327317714691162,3.4079971313476562
14720,1.92937984,3.2754664421081543,3.2504465579986572,3.3244261741638184
14740,1.93200128,3.271130323410034,3.2450368404388428,3.322568893432617
14760,1.93462272,3.3271169662475586,3.294288158416748,3.3792836666107178
14780,1.93724416,3.255298137664795,3.2332520484924316,3.3102900981903076
14800,1.9398656,3.2517147064208984,3.2242565155029297,3.305842638015747
14820,1.94248704,3.3065378665924072,3.28542423248291,3.365194797515869
14840,1.94510848,3.3211278915405273,3.292367935180664,3.3728652000427246
14860,1.94772992,3.316129207611084,3.2873682975769043,3.3722095489501953
14880,1.95035136,3.3761584758758545,3.3458168506622314,3.421550989151001
14900,1.9529728,3.3623974323272705,3.3346567153930664,3.4135990142822266
14920,1.95559424,3.343489646911621,3.3111319541931152,3.3895938396453857
14940,1.95821568,3.351119041442871,3.324467658996582,3.4028782844543457
14960,1.96083712,3.2929131984710693,3.2618846893310547,3.3425588607788086
14980,1.96345856,3.3543219566345215,3.3258986473083496,3.4046099185943604
15000,1.96608,3.2998294830322266,3.2687339782714844,3.348984956741333
15020,1.96870144,3.3225512504577637,3.3013856410980225,3.3781986236572266
15040,1.97132288,3.3279147148132324,3.2986631393432617,3.3794548511505127
15060,1.97394432,3.336207389831543,3.313941478729248,3.3898515701293945
15080,1.97656576,3.369511127471924,3.3426430225372314,3.420029640197754
15100,1.9791872,3.2690954208374023,3.2401745319366455,3.3192830085754395
15120,1.98180864,3.3809943199157715,3.3483333587646484,3.430903911590576
15140,1.98443008,3.319338321685791,3.294893264770508,3.371281385421753
15160,1.98705152,3.394986629486084,3.369898557662964,3.452627658843994
15180,1.98967296,3.306208848953247,3.2844395637512207,3.359236717224121
15200,1.9922944,3.330775737762451,3.3107380867004395,3.385624647140503
15220,1.99491584,3.3727197647094727,3.341107130050659,3.4161458015441895
15240,1.99753728,3.414034128189087,3.3849124908447266,3.4623663425445557
15260,2.00015872,3.314371109008789,3.2911150455474854,3.363300323486328
15280,2.00278016,3.3037781715393066,3.278153657913208,3.358501434326172
15300,2.0054016,3.3403944969177246,3.3129494190216064,3.3893213272094727
15320,2.00802304,3.292935848236084,3.265564441680908,3.342378616333008
15340,2.01064448,3.330575704574585,3.296757459640503,3.3758649826049805
15360,2.01326592,3.3162314891815186,3.2931385040283203,3.3618922233581543
15380,2.01588736,3.372415542602539,3.3443033695220947,3.4186747074127197
15400,2.0185088,3.28555965423584,3.258394241333008,3.338271141052246
15420,2.02113024,3.2780871391296387,3.25071382522583,3.3277454376220703
15440,2.02375168,3.34948992729187,3.3193893432617188,3.4011623859405518
15460,2.02637312,3.3138155937194824,3.2875633239746094,3.359442710876465
15480,2.02899456,3.382328987121582,3.348172664642334,3.4318666458129883
15500,2.031616,3.2307045459747314,3.204078197479248,3.277719259262085
15520,2.03423744,3.3012869358062744,3.2760086059570312,3.3542518615722656
15540,2.03685888,3.3425755500793457,3.315232276916504,3.3893659114837646
15560,2.03948032,3.3181159496307373,3.2950856685638428,3.364842653274536
15580,2.04210176,3.2602264881134033,3.2336394786834717,3.306039571762085
15600,2.0447232,3.3413498401641846,3.3147668838500977,3.390774726867676
15620,2.04734464,3.2711031436920166,3.242902994155884,3.31601619720459
15640,2.04996608,3.3321690559387207,3.3013315200805664,3.3841917514801025
15660,2.05258752,3.3766486644744873,3.3425168991088867,3.424166202545166
15680,2.05520896,3.2966537475585938,3.2729125022888184,3.3437564373016357
15700,2.0578304,3.355168104171753,3.3243441581726074,3.395569324493408
15720,2.06045184,3.3191308975219727,3.299435615539551,3.3667120933532715
15740,2.06307328,3.33247709274292,3.3070156574249268,3.378636360168457
15760,2.06569472,3.3511953353881836,3.3218536376953125,3.3960378170013428
15780,2.06831616,3.3167495727539062,3.2928624153137207,3.364793062210083
15800,2.0709376,3.3257761001586914,3.299107789993286,3.370819568634033
15820,2.07355904,3.3152668476104736,3.284557580947876,3.355978488922119
15840,2.07618048,3.288008213043213,3.259516716003418,3.335636854171753
15860,2.07880192,3.3540825843811035,3.335963010787964,3.4041013717651367
15880,2.08142336,3.347412109375,3.3122525215148926,3.3929436206817627
15900,2.0840448,3.2894606590270996,3.258728265762329,3.3305320739746094
15920,2.08666624,3.317837715148926,3.293339729309082,3.3658194541931152
15940,2.08928768,3.330603837966919,3.299293041229248,3.375153064727783
15960,2.09190912,3.3256828784942627,3.3001203536987305,3.372382879257202
15980,2.09453056,3.2384326457977295,3.2131600379943848,3.2862284183502197
16000,2.097152,3.3469295501708984,3.323556661605835,3.3948655128479004
16020,2.09977344,3.3883285522460938,3.353740692138672,3.433741807937622
16040,2.10239488,3.348449230194092,3.32106876373291,3.3931257724761963
16060,2.10501632,3.3720853328704834,3.3456034660339355,3.417214870452881
16080,2.10763776,3.2913222312927246,3.262855052947998,3.337786912918091
16100,2.1102592,3.293290376663208,3.2649552822113037,3.3406970500946045
16120,2.11288064,3.3209786415100098,3.291506052017212,3.3629653453826904
16140,2.11550208,3.318540573120117,3.2882235050201416,3.3603641986846924
16160,2.11812352,3.2725348472595215,3.240952730178833,3.3136699199676514
16180,2.12074496,3.301280975341797,3.2801151275634766,3.3502626419067383
16200,2.1233664,3.269712448120117,3.244365692138672,3.3105075359344482
16220,2.12598784,3.304746150970459,3.276404857635498,3.349623918533325
16240,2.12860928,3.2925357818603516,3.2626075744628906,3.33150577545166
16260,2.13123072,3.2951152324676514,3.2687599658966064,3.3389036655426025
16280,2.13385216,3.3000361919403076,3.2735745906829834,3.3391740322113037
16300,2.1364736,3.288069725036621,3.258948802947998,3.3300344944000244
16320,2.13909504,3.2532753944396973,3.2263636589050293,3.2953081130981445
16340,2.14171648,3.3174819946289062,3.287844181060791,3.3576085567474365
16360,2.14433792,3.3460090160369873,3.314767360687256,3.3895816802978516
16380,2.14695936,3.2975735664367676,3.2718238830566406,3.3393301963806152
16400,2.1495808,3.3812010288238525,3.3488833904266357,3.419426202774048
16420,2.15220224,3.3472723960876465,3.311525344848633,3.3839030265808105
16440,2.15482368,3.3753459453582764,3.3479950428009033,3.4184422492980957
16460,2.15744512,3.333423137664795,3.3035082817077637,3.373608350753784
16480,2.16006656,3.335110902786255,3.309180974960327,3.3816611766815186
16500,2.162688,3.23946475982666,3.2050223350524902,3.2784409523010254
16520,2.16530944,3.3509907722473145,3.3278069496154785,3.394272804260254
16540,2.16793088,3.354494094848633,3.3262722492218018,3.3879952430725098
16560,2.17055232,3.337860107421875,3.3066136837005615,3.3754284381866455
16580,2.17317376,3.29856014251709,3.268749475479126,3.343294858932495
16600,2.1757952,3.3120710849761963,3.278860330581665,3.3497982025146484
16620,2.17841664,3.296394109725952,3.2686963081359863,3.3354954719543457
16640,2.18103808,3.2816097736358643,3.259300708770752,3.3252224922180176
16660,2.18365952,3.342850685119629,3.314826011657715,3.3781204223632812
16680,2.18628096,3.4007771015167236,3.368757963180542,3.440995931625366
16700,2.1889024,3.327119827270508,3.295548439025879,3.3657708168029785
16720,2.19152384,3.3394713401794434,3.3148155212402344,3.381798028945923
16740,2.19414528,3.2748875617980957,3.2468979358673096,3.3142879009246826
16760,2.19676672,3.3174514770507812,3.2918710708618164,3.353853940963745
16780,2.19938816,3.3575286865234375,3.326765537261963,3.3941593170166016
16800,2.2020096,3.3746559619903564,3.344586133956909,3.413597583770752
16820,2.20463104,3.3226261138916016,3.301870346069336,3.3618950843811035
16840,2.20725248,3.3998847007751465,3.3706698417663574,3.4389686584472656
16860,2.20987392,3.375112533569336,3.3454413414001465,3.413311243057251
16880,2.21249536,3.278913974761963,3.2489566802978516,3.3193511962890625
16900,2.2151168,3.293196201324463,3.2550182342529297,3.3282341957092285
16920,2.21773824,3.3085527420043945,3.2828664779663086,3.3480257987976074
16940,2.22035968,3.3546671867370605,3.327829599380493,3.393480062484741
16960,2.22298112,3.2869558334350586,3.2553153038024902,3.32069993019104
16980,2.22560256,3.353100299835205,3.3281989097595215,3.3962790966033936
17000,2.228224,3.295769214630127,3.265328884124756,3.3352162837982178
17020,2.23084544,3.28981351852417,3.2623672485351562,3.3234305381774902
17040,2.23346688,3.337468385696411,3.313760757446289,3.37497615814209
17060,2.23608832,3.358060836791992,3.3335366249084473,3.396207332611084
17080,2.23870976,3.266495943069458,3.240231513977051,3.3071367740631104
17100,2.2413312,3.380981922149658,3.357487201690674,3.4211537837982178
17120,2.24395264,3.358717918395996,3.3281588554382324,3.3936941623687744
17140,2.24657408,3.289304733276367,3.2694220542907715,3.3312501907348633
17160,2.24919552,3.3422279357910156,3.313753128051758,3.384817123413086
17180,2.25181696,3.318289279937744,3.290010929107666,3.3546316623687744
17200,2.2544384,3.391991376876831,3.361825466156006,3.4302194118499756
17220,2.25705984,3.269951343536377,3.240291118621826,3.3038597106933594
17240,2.25968128,3.3639678955078125,3.3330984115600586,3.397411823272705
17260,2.26230272,3.355142116546631,3.3232831954956055,3.3960108757019043
17280,2.26492416,3.3417394161224365,3.310519218444824,3.3751699924468994
17300,2.2675456,3.3275198936462402,3.2994909286499023,3.3603296279907227
17320,2.27016704,3.3055262565612793,3.2740211486816406,3.3392043113708496
17340,2.27278848,3.2771921157836914,3.2479090690612793,3.3126938343048096
17360,2.27540992,3.3046529293060303,3.2699177265167236,3.3375701904296875
17380,2.27803136,3.2858595848083496,3.2517380714416504,3.317957878112793
17400,2.2806528,3.321485996246338,3.2974331378936768,3.357877492904663
17420,2.28327424,3.2287681102752686,3.198972225189209,3.265498399734497
17440,2.28589568,3.288172483444214,3.268578052520752,3.329921245574951
17460,2.28851712,3.286794662475586,3.254210948944092,3.321564197540283
17480,2.29113856,3.275512456893921,3.2496895790100098,3.309943675994873
17500,2.29376,3.372286796569824,3.3478856086730957,3.407802104949951
17520,2.29638144,3.3493072986602783,3.3179192543029785,3.383894443511963
17540,2.29900288,3.310429096221924,3.276592969894409,3.3437798023223877
17560,2.30162432,3.3295230865478516,3.304225206375122,3.3660898208618164
17580,2.30424576,3.3540334701538086,3.323286771774292,3.3901000022888184
17600,2.3068672,3.2948899269104004,3.264853000640869,3.333865165710449
17620,2.30948864,3.307039737701416,3.28480863571167,3.3431808948516846
17640,2.31211008,3.327425956726074,3.294959783554077,3.3596768379211426
17660,2.31473152,3.340179443359375,3.312434673309326,3.3756237030029297
17680,2.31735296,3.3261122703552246,3.296571731567383,3.3605785369873047
17700,2.3199744,3.26735782623291,3.2400169372558594,3.305088520050049
17720,2.32259584,3.3047738075256348,3.2813189029693604,3.340878963470459
17740,2.32521728,3.2694075107574463,3.2395763397216797,3.304126024246216
17760,2.32783872,3.357494831085205,3.3311915397644043,3.3914618492126465
17780,2.33046016,3.2724061012268066,3.2515347003936768,3.304694175720215
17800,2.3330816,3.3048441410064697,3.2773404121398926,3.333176374435425
17820,2.33570304,3.3446223735809326,3.315861701965332,3.371666193008423
17840,2.33832448,3.335693836212158,3.306629180908203,3.37036395072937
17860,2.34094592,3.317227840423584,3.2885067462921143,3.349943161010742
17880,2.34356736,3.254006862640381,3.2284393310546875,3.2874817848205566
17900,2.3461888,3.343801259994507,3.313352108001709,3.3749988079071045
17920,2.34881024,3.3277153968811035,3.3038175106048584,3.366086721420288
17940,2.35143168,3.310633420944214,3.2832274436950684,3.3425798416137695
17960,2.35405312,3.3372557163238525,3.3108367919921875,3.3698041439056396
17980,2.35667456,3.2531027793884277,3.2279062271118164,3.2903709411621094
18000,2.359296,3.3473668098449707,3.3127362728118896,3.3758745193481445
18020,2.36191744,3.2748794555664062,3.2471511363983154,3.309561252593994
18040,2.36453888,3.290536403656006,3.260338068008423,3.3264145851135254
18060,2.36716032,3.2808539867401123,3.2534220218658447,3.317195415496826
18080,2.36978176,3.3327691555023193,3.2984910011291504,3.3622629642486572
18100,2.3724032,3.3377842903137207,3.3097875118255615,3.373938798904419
18120,2.37502464,3.3304548263549805,3.3062946796417236,3.3635129928588867
18140,2.37764608,3.226317882537842,3.200270652770996,3.256767988204956
18160,2.38026752,3.2555322647094727,3.2247562408447266,3.2880825996398926
18180,2.38288896,3.350240468978882,3.318241596221924,3.3778843879699707
18200,2.3855104,3.267099380493164,3.239112615585327,3.2959532737731934
18220,2.38813184,3.2393417358398438,3.2094860076904297,3.267467498779297
18240,2.39075328,3.2708606719970703,3.242116928100586,3.30330228805542
18260,2.39337472,3.333040237426758,3.308549165725708,3.3661420345306396
18280,2.39599616,3.3111300468444824,3.288931369781494,3.3419809341430664
18300,2.3986176,3.3325257301330566,3.3063085079193115,3.3595571517944336
18320,2.40123904,3.3334412574768066,3.302539587020874,3.359694480895996
18340,2.40386048,3.33528995513916,3.3057117462158203,3.3620669841766357
18360,2.40648192,3.287044048309326,3.2582502365112305,3.3158118724823
18380,2.40910336,3.271235942840576,3.24125075340271,3.3005406856536865
18400,2.4117248,3.3330860137939453,3.2969236373901367,3.3613216876983643
18420,2.41434624,3.292353391647339,3.2636208534240723,3.320617914199829
18440,2.41696768,3.279672622680664,3.251861095428467,3.3091201782226562
18460,2.41958912,3.3124074935913086,3.288302421569824,3.3490142822265625
18480,2.42221056,3.284045457839966,3.2525854110717773,3.3145575523376465
18500,2.424832,3.293630599975586,3.2628040313720703,3.3280465602874756
18520,2.42745344,3.355128049850464,3.329268455505371,3.390427589416504
18540,2.43007488,3.3098630905151367,3.280259132385254,3.3430113792419434
18560,2.43269632,3.2952752113342285,3.259800910949707,3.3282175064086914
18580,2.43531776,3.267280101776123,3.2420363426208496,3.2991228103637695
18600,2.4379392,3.383817672729492,3.3558497428894043,3.411576271057129
18620,2.44056064,3.2848129272460938,3.2539422512054443,3.3121395111083984
18640,2.44318208,3.2859609127044678,3.26206374168396,3.3163609504699707
18660,2.44580352,3.247683525085449,3.218101739883423,3.27724289894104
18680,2.44842496,3.3261165618896484,3.295091390609741,3.3539159297943115
18700,2.4510464,3.292497158050537,3.264976739883423,3.322171688079834
18720,2.45366784,3.3267598152160645,3.288221597671509,3.3444480895996094
18740,2.45628928,3.3504090309143066,3.319148540496826,3.3748860359191895
18760,2.45891072,3.259453296661377,3.2306485176086426,3.2870712280273438
18780,2.46153216,3.2740159034729004,3.245059013366699,3.299464702606201
18800,2.4641536,3.287836790084839,3.259005546569824,3.3164501190185547
18820,2.46677504,3.143573760986328,3.1168580055236816,3.1680846214294434
18840,2.46939648,3.2461724281311035,3.2123918533325195,3.2660703659057617
18860,2.47201792,3.267324447631836,3.2339529991149902,3.292894124984741
18880,2.47463936,3.3865485191345215,3.3564577102661133,3.415104866027832
18900,2.4772608,3.3615522384643555,3.3349790573120117,3.390360116958618
18920,2.47988224,3.3026318550109863,3.2712132930755615,3.3268840312957764
18940,2.48250368,3.3321094512939453,3.3055918216705322,3.35970401763916
18960,2.48512512,3.283517360687256,3.2593154907226562,3.3101553916931152
18980,2.48774656,3.2910308837890625,3.2627499103546143,3.3198447227478027
19000,2.490368,3.3355250358581543,3.306731700897217,3.3617117404937744
19020,2.49298944,3.3744070529937744,3.345947027206421,3.402402400970459
19040,2.49561088,3.253570318222046,3.22598934173584,3.2809627056121826
19060,2.49823232,3.2375025749206543,3.2099056243896484,3.2608284950256348
19080,2.50085376,3.2830557823181152,3.2589187622070312,3.311359405517578
19100,2.5034752,3.2342236042022705,3.200591802597046,3.2591092586517334
19120,2.50609664,3.2488274574279785,3.2248432636260986,3.279249906539917
19140,2.50871808,3.3248040676116943,3.298964500427246,3.3557801246643066
19160,2.51133952,3.304673910140991,3.281960964202881,3.33941650390625
19180,2.51396096,3.316986560821533,3.288112163543701,3.344511032104492
19200,2.5165824,3.3129396438598633,3.2860708236694336,3.3437466621398926
19220,2.51920384,3.31473970413208,3.287097215652466,3.342045545578003
19240,2.52182528,3.2925338745117188,3.265709638595581,3.3194916248321533
19260,2.52444672,3.3236162662506104,3.2959537506103516,3.3478844165802
19280,2.52706816,3.2730824947357178,3.24415922164917,3.297135353088379
19300,2.5296896,3.3143396377563477,3.2821531295776367,3.336139440536499
19320,2.53231104,3.3512866497039795,3.3270998001098633,3.381214141845703
19340,2.53493248,3.2830519676208496,3.253002643585205,3.3038978576660156
19360,2.53755392,3.308257579803467,3.2794108390808105,3.3317270278930664
19380,2.54017536,3.3271360397338867,3.3023438453674316,3.354438066482544
19400,2.5427968,3.2508277893066406,3.220475673675537,3.2770473957061768
19420,2.54541824,3.3268699645996094,3.2985332012176514,3.3534083366394043
19440,2.54803968,3.2898876667022705,3.2563562393188477,3.3117833137512207
19460,2.55066112,3.3182668685913086,3.291020631790161,3.342811107635498
19480,2.55328256,3.3010191917419434,3.2714591026306152,3.328859329223633
19500,2.555904,3.2273917198181152,3.1944236755371094,3.2530088424682617
19520,2.55852544,3.2767887115478516,3.2529375553131104,3.3036012649536133
19540,2.56114688,3.2518815994262695,3.227020740509033,3.275995969772339
19560,2.56376832,3.2584848403930664,3.225545883178711,3.2852861881256104
19580,2.56638976,3.2731668949127197,3.2441070079803467,3.297356128692627
19600,2.5690112,3.250324249267578,3.221775531768799,3.2762506008148193
19620,2.57163264,3.297231912612915,3.2722983360290527,3.3244118690490723
19640,2.57425408,3.291253089904785,3.260849952697754,3.314957857131958
19660,2.57687552,3.259324789047241,3.229630947113037,3.2837929725646973
19680,2.57949696,3.361307144165039,3.335123062133789,3.3879711627960205
19700,2.5821184,3.355752944946289,3.3285484313964844,3.381869316101074
19720,2.58473984,3.3927106857299805,3.3678765296936035,3.4215457439422607
19740,2.58736128,3.3385236263275146,3.3099353313446045,3.3677937984466553
19760,2.58998272,3.258901357650757,3.2311296463012695,3.284576416015625
19780,2.59260416,3.3324766159057617,3.312765598297119,3.3588755130767822
19800,2.5952256,3.3125178813934326,3.281233310699463,3.337954044342041
19820,2.59784704,3.305905818939209,3.277060031890869,3.3286149501800537
19840,2.60046848,3.2722887992858887,3.243410587310791,3.2948925495147705
19860,2.60308992,3.2924575805664062,3.2582945823669434,3.3125436305999756
19880,2.60571136,3.2497291564941406,3.2161266803741455,3.2679085731506348
19900,2.6083328,3.2502670288085938,3.22739839553833,3.2768139839172363
19920,2.61095424,3.2821412086486816,3.2507286071777344,3.304840564727783
19940,2.61357568,3.258953094482422,3.2318739891052246,3.2849321365356445
19960,2.61619712,3.2965917587280273,3.2670984268188477,3.317540168762207
19980,2.61881856,3.282898187637329,3.2579851150512695,3.3075695037841797
20000,2.62144,3.3832058906555176,3.3534703254699707,3.4023540019989014
20020,2.62406144,3.364684820175171,3.3365941047668457,3.385030508041382
20040,2.62668288,3.3081469535827637,3.282719135284424,3.3324241638183594
20060,2.62930432,3.306393623352051,3.277663230895996,3.3285064697265625
20080,2.63192576,3.232677936553955,3.2026619911193848,3.247732162475586
20100,2.6345472,3.236945152282715,3.2095537185668945,3.2660934925079346
20120,2.63716864,3.335031509399414,3.3110995292663574,3.36116886138916
20140,2.63979008,3.323847532272339,3.2963013648986816,3.346622943878174
20160,2.64241152,3.244654893875122,3.2171499729156494,3.2654900550842285
20180,2.64503296,3.2881884574890137,3.258413791656494,3.308497190475464
20200,2.6476544,3.2985546588897705,3.2681326866149902,3.319856643676758
20220,2.65027584,3.2663350105285645,3.2302823066711426,3.2818803787231445
20240,2.65289728,3.3173043727874756,3.282571792602539,3.334149122238159
20260,2.65551872,3.27669620513916,3.245460271835327,3.3005900382995605
20280,2.65814016,3.2990643978118896,3.269540786743164,3.321575164794922
20300,2.6607616,3.2826361656188965,3.263137102127075,3.3090004920959473
20320,2.66338304,3.316793441772461,3.287409782409668,3.3357250690460205
20340,2.66600448,3.2943902015686035,3.2688491344451904,3.317410469055176
20360,2.66862592,3.2578365802764893,3.233882188796997,3.2843432426452637
20380,2.67124736,3.281076669692993,3.2467119693756104,3.3013718128204346
20400,2.6738688,3.3578124046325684,3.328306198120117,3.376760244369507
20420,2.67649024,3.2545762062072754,3.2226767539978027,3.2743232250213623
20440,2.67911168,3.297414541244507,3.2697086334228516,3.319368600845337
20460,2.68173312,3.246924877166748,3.220493793487549,3.267232656478882
20480,2.68435456,3.2606241703033447,3.232900619506836,3.287036895751953
20500,2.686976,3.2448999881744385,3.221116065979004,3.267820119857788
20520,2.68959744,3.3840088844299316,3.3620684146881104,3.4108879566192627
20540,2.69221888,3.2660367488861084,3.236178159713745,3.282588005065918
20560,2.69484032,3.3104028701782227,3.2782750129699707,3.330188035964966
20580,2.69746176,3.2611119747161865,3.232290029525757,3.2802114486694336
20600,2.7000832,3.2221572399139404,3.194481372833252,3.2470152378082275
20620,2.70270464,3.2326302528381348,3.2057435512542725,3.255629301071167
20640,2.70532608,3.305328845977783,3.2703800201416016,3.323513984680176
20660,2.70794752,3.3437442779541016,3.3168301582336426,3.365229845046997
20680,2.71056896,3.3153915405273438,3.2848668098449707,3.3366992473602295
20700,2.7131904,3.329024076461792,3.2945008277893066,3.3495705127716064
20720,2.71581184,3.2914373874664307,3.2632603645324707,3.3115549087524414
20740,2.71843328,3.2705111503601074,3.2473232746124268,3.289684295654297
20760,2.72105472,3.331857919692993,3.29683780670166,3.349661350250244
20780,2.72367616,3.2875499725341797,3.2594785690307617,3.310962200164795
20800,2.7262976,3.250905990600586,3.221998453140259,3.2730889320373535
20820,2.72891904,3.3480679988861084,3.322850227355957,3.369361400604248
20840,2.73154048,3.3056628704071045,3.2789649963378906,3.327110528945923
20860,2.73416192,3.2751948833465576,3.248537063598633,3.2905282974243164
20880,2.73678336,3.254439353942871,3.2281134128570557,3.275951862335205
20900,2.7394048,3.3812074661254883,3.3567309379577637,3.404249429702759
20920,2.74202624,3.3034281730651855,3.274876117706299,3.3222336769104004
20940,2.74464768,3.367039203643799,3.3451690673828125,3.3908231258392334
20960,2.74726912,3.1752400398254395,3.146596908569336,3.192232847213745
20980,2.74989056,3.3608999252319336,3.3299007415771484,3.3776845932006836
21000,2.752512,3.2975645065307617,3.266530752182007,3.315218448638916
21020,2.75513344,3.3050320148468018,3.273818254470825,3.320432424545288
21040,2.75775488,3.2993991374969482,3.2698974609375,3.3160228729248047
21060,2.76037632,3.216022491455078,3.1852059364318848,3.2339634895324707
21080,2.76299776,3.3596959114074707,3.3309693336486816,3.3827202320098877
21100,2.7656192,3.2645344734191895,3.2334353923797607,3.282374620437622
21120,2.76824064,3.288330316543579,3.2614407539367676,3.3107614517211914
21140,2.77086208,3.3192379474639893,3.288506031036377,3.3410205841064453
21160,2.77348352,3.373106002807617,3.346561908721924,3.3965981006622314
21180,2.77610496,3.254535436630249,3.22419810295105,3.2705001831054688
21200,2.7787264,3.248162031173706,3.213768482208252,3.267829418182373
21220,2.78134784,3.2536356449127197,3.2197914123535156,3.266234874725342
21240,2.78396928,3.3213510513305664,3.287001848220825,3.3342485427856445
21260,2.78659072,3.327106475830078,3.2986574172973633,3.338491439819336
21280,2.78921216,3.322150230407715,3.296862840652466,3.3411107063293457
21300,2.7918336,3.2708981037139893,3.2411718368530273,3.2918291091918945
21320,2.79445504,3.329200267791748,3.300279378890991,3.3491151332855225
21340,2.79707648,3.315239906311035,3.290437936782837,3.333759307861328
21360,2.79969792,3.2220301628112793,3.194031238555908,3.2390434741973877
21380,2.80231936,3.34942626953125,3.3179283142089844,3.3664612770080566
21400,2.8049408,3.2692480087280273,3.242204189300537,3.282360553741455
21420,2.80756224,3.2778730392456055,3.2498161792755127,3.2964324951171875
21440,2.81018368,3.302093744277954,3.268836736679077,3.315316915512085
21460,2.81280512,3.3209705352783203,3.292335271835327,3.3361563682556152
21480,2.81542656,3.3125786781311035,3.2885305881500244,3.3303215503692627
21500,2.818048,3.2842905521392822,3.257134437561035,3.3035027980804443
21520,2.82066944,3.337143898010254,3.307020664215088,3.3476765155792236
21540,2.82329088,3.3186213970184326,3.288501739501953,3.3374853134155273
